       19290       27990
          28
          50         -34
         104          96
         200
       19290   18
       19518    5
       19519    9
       19520   10
       19540    8
       19768    8
       19770   14
       19774    5
       19775    9
       19776   10
       19790    8
       20018    8
       20020   14
       20023    5
       20024   12
       20026   13
       20027   10
       20038    5
       20039    9
       20040   12
       20268    8
       20270   14
       20273    8
       20276    2
       20277   15
       20279    5
       20280   10
       20287    5
       20288   12
       20516    5
       20517    9
       20518   12
       20519    2
       20520   15
       20523    4
       20524    3
       20525    7
       20526   13
       20527   10
       20529    8
       20530   13
       20531    9
       20532    9
       20533   10
       20535    5
       20536    9
       20537   12
       20766    8
       20769   13
       20770   10
       20774    5
       20775   12
       20777   13
       20778    9
       20779   12
       20783   13
       20784    9
       20785   12
       21013    5
       21014    9
       21015   10
       21016    8
       21020   14
       21024    8
       21263    8
       21265   14
       21266    8
       21270   14
       21272    5
       21273    9
       21274   12
       21509    5
       21510    9
       21511    9
       21512    9
       21513   12
       21515   13
       21516   12
       21520   14
       21522    8
       21759    8
       21770   13
       21771    9
       21772   12
       22009    4
       22010    7
       22260    4
       22261    3
       22262    3
       22263    3
       22264    7
       22514    8
       22764    8
       23014    8
       23264    8
       23514    8
       23764    4
       23765    3
       23766    3
       23767    7
       24017    4
       24018    7
       24268    4
       24269    7
       24514    5
       24515    9
       24516    9
       24517    9
       24518    9
       24519   12
       24764    4
       24765    7
       25015    8
       25263    5
       25264    9
       25265   12
       25512    5
       25513   12
       25751    9
       25752    9
       25753   10
       25762    8
       25997    5
       25998    9
       25999   10
       26000    5
       26002    2
       26003   15
       26012    4
       26013    7
       26247    8
       26249   13
       26250   12
       26251    2
       26252   15
       26263    4
       26264    7
       26265    2
       26266    7
       26495    5
       26496    9
       26497   12
       26501   13
       26502   10
       26511    5
       26512   10
       26514    8
       26515   14
       26516    8
       26745    4
       26746    3
       26747    3
       26748    3
       26749    7
       26752   14
       26760    5
       26761   12
       26762   14
       26764    4
       26765   15
       26766    8
       26999    8
       27002   13
       27003    9
       27004    9
       27005    9
       27006   10
       27010    4
       27011    7
       27012   13
       27013   10
       27014    5
       27015    9
       27016   12
       27249    8
       27256   14
       27260    5
       27261   12
       27263   13
       27264   12
       27495    5
       27496    9
       27497   10
       27499    4
       27500    7
       27506   13
       27507    9
       27508    9
       27509    9
       27510   12
       27741    5
       27742    9
       27743    9
       27744    9
       27745   12
       27747   13
       27748    9
       27749    9
       27750   12
       27990   17
       27991   12
