 ira =        55255   masha =        56753
           0           0       55255
           1           0       55256
           1           1       55506
           2           1       55507
           2           2       55757
           1           2       55756
           0           2       55755
           0           3       56005
          -1           3       56004
          -2           3       56003
          -2           2       55753
          -2           1       55503
          -3           1       55502
          -3           2       55752
          -3           3       56002
          -4           3       56001
          -4           4       56251
          -3           4       56252
          -3           5       56502
          -3           6       56752
          -2           6       56753
