      120742      106030
          97
          12          42
         128         122
         250
      104984    5
      104985    9
      104986   10
      105330    5
      105331    9
      105332    9
      105333    9
      105334   12
      105335    2
      105336   15
      105679    5
      105680   12
      105681    2
      105682    3
      105683    3
      105684    7
      105685   13
      105686   10
      106029    8
      106030   18
      106031   13
      106032   10
      106033    5
      106034   12
      106035    2
      106036   15
      106378    5
      106379   12
      106380   14
      106382   14
      106383    4
      106384    3
      106385   15
      106728    8
      106729    2
      106730   15
      106732   13
      106733    9
      106734   10
      107078    4
      107079   15
      107084   14
      107434   13
      107435   10
      107785   14
      108134    2
      108135   15
      108483    2
      108484   15
      108833   13
      108834    9
      108835   10
      109185   14
      109531    2
      109532    3
      109533    7
      109535   14
      109880    2
      109881   15
      109883    4
      109884    3
      109885   15
      110230   14
      110580   14
      110930   13
      110931   10
      111281   13
      111282    9
      111283   10
      111632    2
      111633   15
      111982   14
      112332   13
      112333   10
      112682    2
      112683   15
      113031    2
      113032   15
      113380    2
      113381   15
      113730   14
      114080   14
      114430   13
      114431    9
      114432   10
      114782   14
      115132   14
      115479    2
      115480    7
      115482   13
      115483   10
      115829   14
      115830    4
      115831    3
      115832    3
      115833   15
      115851    5
      115852    9
      115853   10
      116179   13
      116180    9
      116181    9
      116182    9
      116183    9
      116184   10
      116201    4
      116202    7
      116203   14
      116534   13
      116535    9
      116536   10
      116549    5
      116550   10
      116551   10
      116552    8
      116553   14
      116554    5
      116555    9
      116556   10
      116886   14
      116887    5
      116888   10
      116899    8
      116900   13
      116901   15
      116902    8
      116903   13
      116904   12
      116905    2
      116906   15
      117236   13
      117237   12
      117238   14
      117248    5
      117249   12
      117250    2
      117252    4
      117253    7
      117254    2
      117255   15
      117588   13
      117589    9
      117590   10
      117591    5
      117592    9
      117593    9
      117594   10
      117598    8
      117600   14
      117602    5
      117603   12
      117604   14
      117940   13
      117941   12
      117942    2
      117943    7
      117944   14
      117948    8
      117950   14
      117951    9
      117952   12
      117954   13
      117955   10
      118292   14
      118293    4
      118294   15
      118297    5
      118298   12
      118300   13
      118301    2
      118302    3
      118303    7
      118304    2
      118305   15
      118642   13
      118643    9
      118644    9
      118645   10
      118646    5
      118647   12
      118651   14
      118652    5
      118653   12
      118654   14
      118995   13
      118996   12
      119001   15
      119002    8
      119003    2
      119004   15
      119350    2
      119351    5
      119352   12
      119353   14
      119699    2
      119700   15
      119701    4
      119702    3
      119703   15
      120044    2
      120045    3
      120046    3
      120047    7
      120049   13
      120050   10
      120391    2
      120392    3
      120393    3
      120394   15
      120397    4
      120398    3
      120399    3
      120400   15
      120401    7
      120740    2
      120741   15
      120742   18
      120744    2
      120745    3
      120746    3
      120747    3
      120748    7
      120749    2
      120750    3
      120751   12
      121090   14
      121092    4
      121093    3
      121094   15
      121098    4
      121099   15
      121100    5
      121440   13
      121441    9
      121442    9
      121443   10
      121444    5
      121445   10
      121450    8
      121793   14
      121794    8
      121795   14
      121798    5
      121799    9
      121800   12
      122143   13
      122144   12
      122145   13
      122146    9
      122147    9
      122148   12
